id,prediction
0,0.05842001918339905
1,0.05477280398084908
2,0.5082772176350664
3,59.901500930810904
4,322.3523328504417
5,869.6080875587488
6,1569.1447726201368
7,2687.6095229540897
8,2733.797885101534
9,2428.6907538758524
10,2484.8168177259076
11,2639.4667715523588
12,2271.2393323859505
13,2227.5772994285676
14,2029.4580491210436
15,1586.4468167001166
16,1196.6320429054267
17,606.1730438128184
18,242.71021486653558
19,18.886616220739075
20,0.5084869790000055
21,0.25041829709248353
22,1.0337304496775621
23,1.275630614830733
24,0.4738303665833845
25,2.2510697434583946
26,4.845510368358155
27,152.98080585260647
28,681.6586703927629
29,1287.8962378388953
30,2123.4579248049936
31,2864.5125635102886
32,3598.5385020623653
33,4015.2553629619806
34,3981.3039523532025
35,3985.441815983935
36,3798.2643959406487
37,3544.3422673522005
38,3253.9452601817757
39,2719.86513247451
40,1822.618570483056
41,861.1692530801029
42,467.2823655647562
43,118.37245893124665
44,3.1964682780404896
45,1.631842701207837
46,0.8584922033013948
47,0.7493130054128198
48,2.3807711384245804
49,1.0708135662117872
50,23.789604372772747
51,251.28058879699097
52,706.7383265030857
53,1580.3545469140536
54,2741.656494791787
55,3531.4613919983826
56,4407.632125887947
57,4845.150811208647
58,4947.686535753504
59,4669.563970766025
60,4420.495023460382
61,3908.6243679330328
62,3275.863142057162
63,2225.877299594334
64,1215.2433061503575
65,689.8209609831923
66,413.2025581970077
67,125.90154149119579
68,2.5409167857915222
69,0.23697760695014175
70,0.2655564897112174
71,0.2696016152884153
72,2.3818077246568734
73,0.9387522995178038
74,10.445880091361127
75,120.2638231416598
76,430.3355310034298
77,1284.6659335483926
78,2476.281161587449
79,3421.629957108344
80,3812.4799441782307
81,3039.435311870353
82,3166.0307996929937
83,3349.934272180437
84,3210.8061157877783
85,2959.9029159310403
86,2894.7182214243367
87,2635.079180125912
88,1936.2738129521817
89,790.2878142221389
90,323.5572202371683
91,112.04060577052853
92,5.7043695381947455
93,0.26649386145573534
94,0.2494626152711758
95,0.6285398268146417
96,0.48816212713872614
97,1.2427861058001621
98,45.39839000232223
99,227.7016043989331
100,534.1030163288933
101,1377.534881440927
102,2665.7926140093564
103,3236.165549289589
104,4436.263721887814
105,4661.045064867898
106,4882.698995817513
107,4790.095113850903
108,4655.273839026797
109,4138.598234153117
110,3607.822622948928
111,2956.5190923127752
112,2028.406508986166
113,999.3682351033306
114,462.8527913498515
115,178.45375257227786
116,14.190187793714284
117,1.1058797503105793
118,0.8664452325313754
119,0.37867544949875254
120,0.3658731864545093
121,1.5421399157308582
122,57.159628740909504
123,226.57508906847488
124,670.1316738234269
125,1623.8351278601494
126,2750.2116159887755
127,3526.6993945331237
128,4115.357518807477
129,3812.3263835459197
130,3850.7604735724426
131,3455.6199043280994
132,2960.762219695857
133,3330.9010941645583
134,3235.6652021099053
135,2400.695349464434
136,1485.5679225308936
137,842.5982308047966
138,454.2308516172858
139,186.88174164037724
140,16.64622100193848
141,0.5631698874232446
142,0.25124677015104524
143,0.3001504926234702
144,0.5701587493345468
145,1.720828195114946
146,63.555360270969935
147,246.62038720696455
148,671.8645737913554
149,1669.5103173590803
150,2768.959313716369
151,3803.579624236031
152,4212.019683492279
153,4525.065459755981
154,4340.8813771030045
155,4288.457091739889
156,3678.1917072303268
157,3478.9539274844724
158,3243.5022558119294
159,2477.7389500545173
160,1622.4774508132202
161,876.0328651049916
162,443.1081976699291
163,178.26608871969404
164,16.295781488320337
165,0.17408219697272354
166,0.567278138227284
167,0.14892020866771907
168,0.18350562887436583
169,0.737854001731662
170,10.368998042318106
171,69.95938811276123
172,143.29783060991699
173,236.32582687096885
174,321.51368674880666
175,469.02540744733443
176,590.3270862476941
177,757.618623998094
178,835.618696036143
179,1244.1107101422028
180,1737.1169937862117
181,2080.5178270038614
182,1927.0137598987017
183,1692.9092867792333
184,1150.3119558735532
185,570.3162711785606
186,276.91415844761224
187,104.63430578815306
188,15.210525828808105
189,0.1315258102852773
190,0.1763567710351882
191,0.22509675377111393
192,0.5479664797753728
193,2.2353094842556054
194,50.387637487977564
195,169.13599784451435
196,389.6768010852692
197,814.7273302750415
198,1348.6944027376574
199,2046.4193566111912
200,1601.187604606557
201,2195.4364108765676
202,2314.8005532975963
203,2128.5064773057015
204,2556.925154193275
205,2635.78753204239
206,2242.810109629527
207,1261.3347006201438
208,829.0585689623604
209,442.7936403267082
210,229.82577623451795
211,59.56884978174367
212,7.9428568619261455
213,1.3940496218046288
214,0.6823265232884688
215,1.801704148081218
216,0.41342833834330167
217,2.1743091286250023
218,21.30960217278497
219,88.54159829022032
220,192.04658970848976
221,312.23155855035515
222,772.861560633797
223,1093.4960824425768
224,1759.5730365372006
225,1864.617859724165
226,1645.7044049930932
227,1621.4250571264581
228,1391.734570604643
229,921.0735606534358
230,784.5004422225218
231,678.2753849131599
232,514.6569053334473
233,296.18528693025337
234,193.30998801254498
235,54.523840839422995
236,12.755702423775743
237,0.1454246036539311
238,0.169306868846482
239,1.0714278702173288
240,0.2832266655359922
241,2.2656610082233644
242,23.768244071371257
243,102.0878623991386
244,278.3267739150325
245,843.1323747462536
246,1315.8694363686952
247,2047.2423354810717
248,2270.803667832369
249,1507.727219528412
250,1635.5114702076753
251,1669.906478381269
252,2338.586391824674
253,2378.438935847573
254,2000.0756954092187
255,1653.5088244904468
256,1343.2316381419373
257,820.2026901262574
258,465.5905774754568
259,196.44224623425825
260,50.594362619151184
261,3.3687018150607155
262,1.0803403897254447
263,0.9623475578960412
264,0.27088254914756693
265,1.807710442968189
266,54.36193155304923
267,138.80303169091567
268,343.9238501738783
269,714.2908070255373
270,1124.1279914366578
271,1391.4611599485297
272,1439.9499266620878
273,1571.68517368488
274,1729.8089824167307
275,1505.4617868193932
276,1370.199652481488
277,1008.367021040115
278,908.2273422510465
279,836.9117767885928
280,590.3994726450297
281,335.0275133755368
282,197.29944292479541
283,54.84773912725813
284,10.312228947664586
285,4.407012424056288
286,15.195049585725048
287,10.67423686840177
288,8.130780085868198
289,12.912344460623306
290,73.66771615202452
291,152.9286366011095
292,378.53544981992485
293,800.9425950471673
294,1363.8858387776922
295,1618.7675115358554
296,1611.782628236692
297,2156.5163629460994
298,2276.084614339772
299,2255.3518796809767
300,2071.678937942945
301,1881.8495234583947
302,1612.4896388452892
303,1474.6628180382265
304,1057.1863458574567
305,737.8685895451179
306,383.54274011708617
307,169.50017168785612
308,47.49190609735207
309,4.458246424616538
310,2.1704253813794034
311,3.2251624203881413
312,4.984516841943187
313,9.748647537131104
314,49.03325589775145
315,187.58552729454294
316,415.256383296604
317,807.0200507922393
318,1217.4305429138185
319,1794.533577090826
320,2275.7946343549584
321,2751.3403941945558
322,2955.6808294068
323,2394.867325932896
324,2050.9386400865405
325,1612.7093557091473
326,1301.9831627052722
327,875.5690835463015
328,716.697337818038
329,416.9311471489667
330,173.89636665662883
331,70.4161978232762
332,13.785498020353195
333,0.9715327679311347
334,0.38668692470997934
335,0.43295131563703076
336,0.5849691803671639
337,1.6509625652386468
338,18.036970673490888
339,82.25759921335877
340,208.16277579704132
341,445.27875193310933
342,815.8707082664833
343,939.5888681963039
344,1095.3930790905638
345,1413.2450029857328
346,1500.5629597484178
347,1679.947760650884
348,1520.9198971858207
349,1373.4315963622676
350,1247.5862516121172
351,1050.8902153376246
352,758.7054454364724
353,451.03763659163957
354,259.53077669940916
355,125.83099085237956
356,33.65123930621408
357,5.641879433626796
358,1.3620337066003954
359,1.1522288467391706
360,1.7778466514394156
361,5.3570696893290695
362,42.19873588959771
363,149.72979447998176
364,290.7504900339021
365,514.1508862176206
366,832.5784989581446
367,952.0726028162038
368,1495.758638597247
369,1855.5634748101156
370,1858.4403599267534
371,2156.863197941199
372,1971.821037217201
373,1736.983966011299
374,1179.5755282487191
375,954.0289294630813
376,889.2823334574757
377,574.9718819270267
378,314.22676932900515
379,114.18703471300458
380,12.192601256584464
381,0.7089583580870304
382,0.14347923131597753
383,0.28858808745635145
384,0.31173353492408407
385,2.588771713953565
386,32.965440692469684
387,104.8010365230177
388,248.7310399818869
389,465.1636782394699
390,567.1293570208447
391,720.1195069819101
392,879.8259281093858
393,1206.5549316720844
394,1439.9484026769426
395,1602.0426144221808
396,1578.7420618452775
397,1442.1543354476967
398,1272.9661161645715
399,895.142116019316
400,745.0362236565667
401,648.3528864209513
402,444.0372711339851
403,231.23831574645033
404,60.289561389551885
405,2.268201038666551
406,0.34481952014421724
407,0.44724693552401945
408,5.035644030977223
409,28.239675016957364
410,144.6197864803666
411,365.2151532213509
412,845.9698995487637
413,1830.3738900585042
414,3017.787747358868
415,3970.831027373068
416,4633.376870291735
417,4962.605723123187
418,4881.576122344176
419,4778.784492562733
420,4664.601630911631
421,4254.539135861953
422,3632.2288813848627
423,3024.9083677681842
424,2176.549245482075
425,1242.467850632211
426,594.4187564301055
427,324.0204054280406
428,115.22149366942747
429,6.225388733945706
430,1.4413963250443913
431,1.7947648804754974
432,2.199643248746666
433,23.842687170533228
434,142.99144998071526
435,346.4296145976517
436,775.8032359213652
437,1506.853978782313
438,2061.170816080514
439,2947.7198842372804
440,3720.6692172943567
441,4266.063614078466
442,3817.275654552286
443,2782.6522852433422
444,1396.4978573909586
445,920.9379086297394
446,934.7293654477155
447,981.3534505320558
448,919.5210610838861
449,550.5118476977516
450,267.3781042100965
451,147.46200008082747
452,53.44521476649235
453,10.930115685753988
454,2.2020767234905865
455,3.380700642635345
456,0.7805599886391421
457,6.209033579569372
458,45.91753105295497
459,145.33893037139327
460,327.8626275653426
461,803.5794314868308
462,2006.430910837299
463,3109.5248345328305
464,3514.1334755234407
465,3956.292596804885
466,4176.898006482341
467,4434.410889247888
468,4287.50052189482
469,4088.343953738372
470,3444.8887569548083
471,2868.0431021846844
472,2139.2307466126613
473,1177.852205080435
474,611.5567304539904
475,331.523146571589
476,118.6104316535518
477,7.448368357212267
478,0.727778854847479
479,0.9300387664557017
480,1.9811457554410594
481,19.808570411595735
482,107.31225406779323
483,274.76704868672124
484,703.2991968856954
485,1594.4619412351901
486,2484.0239953368095
487,3360.3783593781195
488,4324.642333064513
489,4771.174451248461
490,4923.906990975773
491,4861.747527105547
492,4544.385264242364
493,4163.166781101873
494,3508.815676373627
